efficiency,actual_len,ideal_len
0.41165156579480305,1.5665065373061224,3.805418629421618
0.9963008476760757,3.340507868956776,3.3529107967223823
0.7508293361160185,2.8163391905371102,3.750971166238406
0.8118298120261219,3.882165624015032,4.78199441127461
0.8547625319918304,4.178168826003093,4.888104788901798
0.9748075233443202,2.0191817939281465,2.0713645982140556
0.9964290263060241,3.0513623248320063,3.06229770939538
0.9292443449483804,1.4705636851955208,1.5825371369649937
0.7342332012619678,3.3676526767740143,4.586625435877648
1.599042072916414,3.8814876805525276,2.427383085345136
1.1390456763847527,4.923899494786748,4.322828835464126
0.6830914846303106,3.8246013562195,5.598959205719533
1.230010821623884,4.748903770232574,3.8608634060332734
1.7155161274777404,4.940991748753003,2.880177964877287
1.7364310116010062,4.408334128395654,2.5387326642658423
0.3121915246871029,1.6752540795365352,5.3661100544467875
0.7162586430637148,4.062662962265312,5.672061344890351
0.992448055229078,2.3849327177711537,2.4030806501209385
0.7005065642280942,2.38994444780983,3.4117374052638176
0.7176212908712772,2.851972640148597,3.9742029346509
0.6762139341503905,2.7953806640580297,4.133870248577774
2.24442478372543,4.347549360903213,1.9370439109511577
0.2879110241360825,1.1798671074211597,4.098026850349051
0.4582530472586584,2.0351601096088423,4.44112728062255
0.6609328902488038,3.0550586849218235,4.622343251478629
0.5959043100118636,2.643261906923726,4.435715369924246
0.778758546814829,4.034559836983681,5.180758340932863
0.46377917141157887,1.7931092378450557,3.8662996278756308
1.8620953861432459,4.879957123065834,2.6206805297837907
0.6442016281330162,4.333387433970348,6.726756414026914
0.355580526359863,1.5544425777159634,4.371562733283093
1.5451529449477985,5.120448152954486,3.3138778718940833
0.8183275751977631,4.293795908446192,5.247038030471503
0.9943407160580976,2.628667006961769,2.6436280487262884
1.0554061049534946,5.7605305432924085,5.458117511596392
0.812468073295497,4.270775750459871,5.25654593802922
0.586603894961077,2.512675218819642,4.283427437839236
0.5654990441228723,2.327963640750386,4.116653538046588
0.8206581542952873,3.0845101596496542,3.758581016353117
0.6986137554505593,4.044004106876674,5.78861219855106
0.9701183223716597,3.2613724350929267,3.3618295416994197
0.8575403480410968,3.9792348205082817,4.640288739297408
0.9135895128636076,3.6675273175817,4.01441486131555
0.8061766433121808,2.2904676774516703,2.841148644596391
0.8012937255886223,4.698359531507595,5.863467267332248
0.9480587993604819,1.7799211606383323,1.8774375195283115
1.0111967146602407,2.8897292107343673,2.8577320009443548
0.9444919617156872,1.6274837424978617,1.7231313854079893
0.2580156745131275,1.43329782630899,5.5550804384795835
0.7508400544166233,3.576433877594536,4.763243325335515
