success,cte,max_cte,smoothness,tortuosity,velocity,collision,steps,energy
True,0.01426659089193554,0.04590154606596265,0.0798027697357107,1.0025012348422047,0.9366394106847832,False,251,13.518292
True,0.014903645052907678,0.04110358977499787,0.07798020848407124,1.0048630705825092,0.9405609227124617,False,239,13.201513
True,0.01070904676190004,0.03175260513200779,0.058977206782872355,0.9981565880353745,0.9579013534321272,False,242,13.205323
True,0.013616863182858693,0.031582476679056136,0.07751919743422944,1.0003698309704452,0.9335568801835481,False,247,13.036472
True,0.009130226996724217,0.019962890642162195,0.04149436049419911,0.9988526460973465,0.9535908210319239,False,286,14.75108
True,0.010816827850793914,0.024522394744862258,0.06858508391978861,0.9999644153720725,0.9523480570677555,False,264,14.323235
True,0.013264725671816694,0.026904324196876935,0.05496769828796531,1.0018317466848992,0.9365196451238154,False,243,12.466631
True,0.010551043702980408,0.018257728175359863,0.056984358577954725,0.997685091506633,0.9537634382225538,False,213,11.449134
True,0.011243005678489402,0.019188699071666728,0.0491206701553205,1.001262456957176,0.9390009091283283,False,274,13.725558
True,0.008987481141519395,0.020785673978480947,0.04534084338929131,0.9994922445709755,0.9554786865856485,False,279,14.447286
True,0.012627928986003638,0.019165251657845935,0.05371864492614973,1.0027150472997663,0.937327756460412,False,249,12.64806
True,0.01059283589671884,0.031101745609267033,0.06446448253768015,0.99874453351546,0.958034271272746,False,220,12.05858
True,0.012382068444673343,0.03408018541148059,0.05922149524133837,1.0028949534699065,0.9532618525169664,False,236,12.886787
True,0.009554708479864492,0.019031840031511836,0.05786957779010896,0.9972773559207628,0.9513497316255802,False,246,12.830618
True,0.015196282667825722,0.035796376134870786,0.07380856946063964,1.002604311477865,0.9401279677378449,False,227,12.488688
True,0.014453188251809418,0.036539212195053856,0.07187325652752409,1.0033090476071411,0.9392796348011683,False,252,13.690295
True,0.011953635639512713,0.034011418274710825,0.08048323612450634,1.0000470010396545,0.9507529401599463,False,199,11.083964
True,0.010845890022541705,0.030482790683326714,0.05302201735317973,0.9995841899563512,0.953404231102706,False,229,12.260546
True,0.014192758066034454,0.04962189117305878,0.07991656912589502,1.0042927798572205,0.9352601538338359,False,252,13.603557
True,0.011733620719643756,0.01846421316715084,0.05512901653863336,0.9979627196606643,0.9383062942856882,False,233,11.778414
True,0.013392360144872807,0.029956148021554337,0.07079621770652264,1.0004879740157595,0.9353289484750223,False,262,13.777247
True,0.011234530056256006,0.035922536869287425,0.05653962030402673,0.9987333883344516,0.955774944345906,False,212,11.483696
True,0.01110361928602439,0.027627293697451413,0.054094037380436895,1.0010500511742242,0.9533159375190735,False,245,13.083528
True,0.010828847143237575,0.03274237154028041,0.06550234316620544,0.9997170485808761,0.9576954156032448,False,233,12.7947035
True,0.011372896118446434,0.02603017087016727,0.044875557868574896,0.9982993051904856,0.9541737098469694,False,234,12.4637
