success,cte,max_cte,smoothness,tortuosity,velocity,collision,steps,energy
True,0.04573173797412704,0.08244171227480647,0.11634148959826707,0.9768023568256562,0.11215798811299055,False,399,1.3164335
True,0.04066063189376905,0.08301735695811095,0.11223726272583008,0.976250210196958,0.11592035803529382,False,455,1.2105047
True,0.0477094009750744,0.08369981404489825,0.11329301495800961,0.9710223817431639,0.10033670558164326,False,455,1.2025802
True,0.04697537716635999,0.08356191859442864,0.11335570623212662,0.9742564367650959,0.11014788822273554,False,488,1.418066
True,0.0018876977782007313,0.0035308142358856,0.11272426439183099,0.9230224624920825,0.15339328220912388,False,35,0.089078665
True,0.04646796968122478,0.08380186295295536,0.11279469697098983,0.9711640795190349,0.10091422994832867,False,475,1.2372208
True,0.04433861310714265,0.08271172972850946,0.11346340496183017,0.9752696717981783,0.11359350912268432,False,414,1.2084211
True,0.05153814951903444,0.08362611786716978,0.11627960089071278,0.9705640103416441,0.09508266903873862,False,456,1.4049501
True,0.04817909400981707,0.08355821487700536,0.11376431722681231,0.9735675925727618,0.10513830424981724,False,474,1.3700987
True,0.0067433904838996505,0.012942129042701173,0.1104414919849302,0.9577873285699647,0.15974104592240737,False,61,0.22776242
True,0.04383370479373548,0.0801763277998818,0.11630170072485982,0.9831757512888879,0.12479201734352002,False,473,1.595847
